"","CancerType","Pathway","Gene"
"399","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"400","COADREAD","Phosphatidylinositol Phosphate Metabolism","FIG4"
"401","COADREAD","Phosphatidylinositol Phosphate Metabolism","VAC14"
"402","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"403","COADREAD","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"404","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"405","COADREAD","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"406","COADREAD","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"407","COADREAD","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"408","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"409","COADREAD","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"410","COADREAD","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"411","COADREAD","Phosphatidylinositol Phosphate Metabolism","PTEN"
"412","COADREAD","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"413","DLBC","Nucleotide Excision Repair ","ERCC2"
"414","DLBC","Nucleotide Excision Repair ","POLR1A"
"415","DLBC","Nucleotide Excision Repair ","ERCC4"
"416","DLBC","Nucleotide Excision Repair ","PAPD7"
"417","DLBC","Nucleotide Excision Repair ","POLE"
"418","DLBC","Nucleotide Excision Repair ","LIG1"
"419","DLBC","Nucleotide Excision Repair ","ERCC2"
"420","DLBC","Nucleotide Excision Repair ","POLR1A"
"421","DLBC","Nucleotide Excision Repair ","ERCC4"
"422","DLBC","Nucleotide Excision Repair ","PAPD7"
"423","DLBC","Nucleotide Excision Repair ","POLE"
"424","DLBC","Nucleotide Excision Repair ","LIG1"
"425","DLBC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"426","DLBC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"427","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"428","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"429","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"430","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"431","DLBC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"432","DLBC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"433","DLBC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"434","DLBC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"435","DLBC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"436","DLBC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"437","DLBC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"438","DLBC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"439","DLBC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"440","DLBC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"441","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"442","DLBC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"443","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"444","DLBC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"445","DLBC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"446","DLBC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"447","DLBC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"448","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"449","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"450","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"451","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"452","DLBC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"453","DLBC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"454","DLBC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"455","DLBC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"456","DLBC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"457","DLBC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"458","DLBC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"459","DLBC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"460","DLBC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"461","DLBC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"462","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"463","DLBC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"464","DLBC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"465","DLBC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"466","DLBC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"467","ESCA","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"468","ESCA","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"469","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"470","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"471","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"472","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"473","ESCA","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"474","ESCA","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"475","ESCA","Phosphatidylinositol Phosphate Metabolism","FIG4"
"476","ESCA","Phosphatidylinositol Phosphate Metabolism","VAC14"
"477","ESCA","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"478","ESCA","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"479","ESCA","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"480","ESCA","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"481","ESCA","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"482","ESCA","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"483","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"484","ESCA","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"485","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"486","ESCA","Phosphatidylinositol Phosphate Metabolism","PTEN"
"487","ESCA","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"488","ESCA","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"489","ESCA","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"490","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"491","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"492","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"493","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"494","ESCA","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"495","ESCA","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"496","ESCA","Phosphatidylinositol Phosphate Metabolism","FIG4"
"497","ESCA","Phosphatidylinositol Phosphate Metabolism","VAC14"
"498","ESCA","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"499","ESCA","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"500","ESCA","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"501","ESCA","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"502","ESCA","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"503","ESCA","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"504","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"505","ESCA","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"506","ESCA","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"507","ESCA","Phosphatidylinositol Phosphate Metabolism","PTEN"
"508","ESCA","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"509","GBM","Nucleotide Excision Repair ","ERCC2"
"510","GBM","Nucleotide Excision Repair ","POLR1A"
"511","GBM","Nucleotide Excision Repair ","ERCC4"
"512","GBM","Nucleotide Excision Repair ","PAPD7"
"513","GBM","Nucleotide Excision Repair ","POLE"
"514","GBM","Nucleotide Excision Repair ","LIG1"
"515","GBM","Nucleotide Excision Repair ","ERCC2"
"516","GBM","Nucleotide Excision Repair ","POLR1A"
"517","GBM","Nucleotide Excision Repair ","ERCC4"
"518","GBM","Nucleotide Excision Repair ","PAPD7"
"519","GBM","Nucleotide Excision Repair ","POLE"
"520","GBM","Nucleotide Excision Repair ","LIG1"
"521","GBM","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"522","GBM","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"523","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"524","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"525","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"526","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"527","GBM","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"528","GBM","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"529","GBM","Phosphatidylinositol Phosphate Metabolism","FIG4"
"530","GBM","Phosphatidylinositol Phosphate Metabolism","VAC14"
"531","GBM","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"532","GBM","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"533","GBM","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"534","GBM","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"535","GBM","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"536","GBM","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"537","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"538","GBM","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"539","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"540","GBM","Phosphatidylinositol Phosphate Metabolism","PTEN"
"541","GBM","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"542","GBM","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"543","GBM","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"544","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"545","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"546","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"547","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"548","GBM","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"549","GBM","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"550","GBM","Phosphatidylinositol Phosphate Metabolism","FIG4"
"551","GBM","Phosphatidylinositol Phosphate Metabolism","VAC14"
"552","GBM","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"553","GBM","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"554","GBM","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"555","GBM","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"556","GBM","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"557","GBM","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"558","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"559","GBM","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"560","GBM","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"561","GBM","Phosphatidylinositol Phosphate Metabolism","PTEN"
"562","GBM","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"563","GBM","Pyrimidine Metabolism","CAD"
"564","GBM","Pyrimidine Metabolism","DHODH"
"565","GBM","Pyrimidine Metabolism","UMPS"
"566","GBM","Pyrimidine Metabolism","CANT1"
"567","GBM","Pyrimidine Metabolism","CMPK2"
"568","GBM","Pyrimidine Metabolism","NME6"
"569","GBM","Pyrimidine Metabolism","AK3"
"570","GBM","Pyrimidine Metabolism","ITPA"
"571","GBM","Pyrimidine Metabolism","CTPS1"
"572","GBM","Pyrimidine Metabolism","NT5C2"
"573","GBM","Pyrimidine Metabolism","GDA"
"574","GBM","Pyrimidine Metabolism","UPP2"
"575","GBM","Pyrimidine Metabolism","DPYD"
"576","GBM","Pyrimidine Metabolism","DPYS"
"577","GBM","Pyrimidine Metabolism","UPB1"
"578","GBM","Pyrimidine Metabolism","RRM2"
"579","GBM","Pyrimidine Metabolism","RRM2B"
"580","GBM","Pyrimidine Metabolism","UCKL1"
"581","GBM","Pyrimidine Metabolism","CDA"
"582","GBM","Pyrimidine Metabolism","TYMP"
"583","GBM","Pyrimidine Metabolism","DCTD"
"584","GBM","Pyrimidine Metabolism","TK1"
"585","GBM","Pyrimidine Metabolism","TYMS"
"586","GBM","Pyrimidine Metabolism","DUT"
"587","GBM","Pyrimidine Metabolism","CAD"
"588","GBM","Pyrimidine Metabolism","DHODH"
"589","GBM","Pyrimidine Metabolism","UMPS"
"590","GBM","Pyrimidine Metabolism","CANT1"
"591","GBM","Pyrimidine Metabolism","CMPK2"
"592","GBM","Pyrimidine Metabolism","NME6"
"593","GBM","Pyrimidine Metabolism","AK3"
"594","GBM","Pyrimidine Metabolism","ITPA"
"595","GBM","Pyrimidine Metabolism","CTPS1"
"596","GBM","Pyrimidine Metabolism","NT5C2"
"597","GBM","Pyrimidine Metabolism","GDA"
"598","GBM","Pyrimidine Metabolism","UPP2"
"599","GBM","Pyrimidine Metabolism","DPYD"
"600","GBM","Pyrimidine Metabolism","DPYS"
"601","GBM","Pyrimidine Metabolism","UPB1"
"602","GBM","Pyrimidine Metabolism","RRM2"
"603","GBM","Pyrimidine Metabolism","RRM2B"
"604","GBM","Pyrimidine Metabolism","UCKL1"
"605","GBM","Pyrimidine Metabolism","CDA"
"606","GBM","Pyrimidine Metabolism","TYMP"
"607","GBM","Pyrimidine Metabolism","DCTD"
"608","GBM","Pyrimidine Metabolism","TK1"
"609","GBM","Pyrimidine Metabolism","TYMS"
"610","GBM","Pyrimidine Metabolism","DUT"
"611","HNSC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"612","HNSC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"613","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"614","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"615","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"616","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"617","HNSC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"618","HNSC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"619","HNSC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"620","HNSC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"621","HNSC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"622","HNSC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"623","HNSC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"624","HNSC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"625","HNSC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"626","HNSC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"627","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"628","HNSC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"629","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"630","HNSC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"631","HNSC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"632","HNSC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"633","HNSC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"634","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"635","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"636","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"637","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"638","HNSC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"639","HNSC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"640","HNSC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"641","HNSC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"642","HNSC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"643","HNSC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"644","HNSC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"645","HNSC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"646","HNSC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"647","HNSC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"648","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"649","HNSC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"650","HNSC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"651","HNSC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"652","HNSC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"653","KICH","Nucleotide Excision Repair ","ERCC2"
"654","KICH","Nucleotide Excision Repair ","POLR1A"
"655","KICH","Nucleotide Excision Repair ","ERCC4"
"656","KICH","Nucleotide Excision Repair ","PAPD7"
"657","KICH","Nucleotide Excision Repair ","POLE"
"658","KICH","Nucleotide Excision Repair ","LIG1"
"659","KICH","Nucleotide Excision Repair ","ERCC2"
"660","KICH","Nucleotide Excision Repair ","POLR1A"
"661","KICH","Nucleotide Excision Repair ","ERCC4"
"662","KICH","Nucleotide Excision Repair ","PAPD7"
"663","KICH","Nucleotide Excision Repair ","POLE"
"664","KICH","Nucleotide Excision Repair ","LIG1"
"665","KIRC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"666","KIRC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"667","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"668","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"669","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"670","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"671","KIRC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"672","KIRC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"673","KIRC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"674","KIRC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"675","KIRC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"676","KIRC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"677","KIRC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"678","KIRC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"679","KIRC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"680","KIRC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"681","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"682","KIRC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"683","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"684","KIRC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"685","KIRC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"686","KIRC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"687","KIRC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"688","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"689","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"690","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"691","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"692","KIRC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"693","KIRC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"694","KIRC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"695","KIRC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"696","KIRC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"697","KIRC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"698","KIRC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"699","KIRC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"700","KIRC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"701","KIRC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"702","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"703","KIRC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"704","KIRC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"705","KIRC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"706","KIRC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"707","KIRC","Trehalose Degradation","TREH"
"708","KIRC","Trehalose Degradation","SLC5A1"
"709","KIRC","Trehalose Degradation","SLC2A2"
"710","KIRC","Trehalose Degradation","GCK"
"711","KIRC","Trehalose Degradation","ATP1A1"
"712","KIRC","Trehalose Degradation","ATP1A2"
"713","KIRC","Trehalose Degradation","ATP1A3"
"714","KIRC","Trehalose Degradation","ATP1A4"
"715","KIRC","Trehalose Degradation","ATP1B1"
"716","KIRC","Trehalose Degradation","ATP1B2"
"717","KIRC","Trehalose Degradation","ATP1B3"
"718","KIRC","Trehalose Degradation","FXYD2"
"719","KIRC","Trehalose Degradation","TREH"
"720","KIRC","Trehalose Degradation","SLC5A1"
"721","KIRC","Trehalose Degradation","SLC2A2"
"722","KIRC","Trehalose Degradation","GCK"
"723","KIRC","Trehalose Degradation","ATP1A1"
"724","KIRC","Trehalose Degradation","ATP1A2"
"725","KIRC","Trehalose Degradation","ATP1A3"
"726","KIRC","Trehalose Degradation","ATP1A4"
"727","KIRC","Trehalose Degradation","ATP1B1"
"728","KIRC","Trehalose Degradation","ATP1B2"
"729","KIRC","Trehalose Degradation","ATP1B3"
"730","KIRC","Trehalose Degradation","FXYD2"
"731","KIRP","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"732","KIRP","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"733","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"734","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"735","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"736","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"737","KIRP","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"738","KIRP","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"739","KIRP","Phosphatidylinositol Phosphate Metabolism","FIG4"
"740","KIRP","Phosphatidylinositol Phosphate Metabolism","VAC14"
"741","KIRP","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"742","KIRP","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"743","KIRP","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"744","KIRP","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"745","KIRP","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"746","KIRP","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"747","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"748","KIRP","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"749","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"750","KIRP","Phosphatidylinositol Phosphate Metabolism","PTEN"
"751","KIRP","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"752","KIRP","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"753","KIRP","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"754","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"755","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"756","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"757","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"758","KIRP","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"759","KIRP","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"760","KIRP","Phosphatidylinositol Phosphate Metabolism","FIG4"
"761","KIRP","Phosphatidylinositol Phosphate Metabolism","VAC14"
"762","KIRP","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"763","KIRP","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"764","KIRP","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"765","KIRP","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"766","KIRP","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"767","KIRP","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"768","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"769","KIRP","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"770","KIRP","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"771","KIRP","Phosphatidylinositol Phosphate Metabolism","PTEN"
"772","KIRP","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"773","KIRP","Trehalose Degradation","TREH"
"774","KIRP","Trehalose Degradation","SLC5A1"
"775","KIRP","Trehalose Degradation","SLC2A2"
"776","KIRP","Trehalose Degradation","GCK"
"777","KIRP","Trehalose Degradation","ATP1A1"
"778","KIRP","Trehalose Degradation","ATP1A2"
"779","KIRP","Trehalose Degradation","ATP1A3"
"780","KIRP","Trehalose Degradation","ATP1A4"
"781","KIRP","Trehalose Degradation","ATP1B1"
"782","KIRP","Trehalose Degradation","ATP1B2"
"783","KIRP","Trehalose Degradation","ATP1B3"
"784","KIRP","Trehalose Degradation","FXYD2"
"785","KIRP","Trehalose Degradation","TREH"
"786","KIRP","Trehalose Degradation","SLC5A1"
"787","KIRP","Trehalose Degradation","SLC2A2"
"788","KIRP","Trehalose Degradation","GCK"
"789","KIRP","Trehalose Degradation","ATP1A1"
"790","KIRP","Trehalose Degradation","ATP1A2"
"791","KIRP","Trehalose Degradation","ATP1A3"
"792","KIRP","Trehalose Degradation","ATP1A4"
"793","KIRP","Trehalose Degradation","ATP1B1"
"794","KIRP","Trehalose Degradation","ATP1B2"
"795","KIRP","Trehalose Degradation","ATP1B3"
"796","KIRP","Trehalose Degradation","FXYD2"
"797","LAML","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"798","LAML","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"799","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"800","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"801","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"802","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"803","LAML","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"804","LAML","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"805","LAML","Phosphatidylinositol Phosphate Metabolism","FIG4"
"806","LAML","Phosphatidylinositol Phosphate Metabolism","VAC14"
"807","LAML","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"808","LAML","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"809","LAML","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"810","LAML","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"811","LAML","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"812","LAML","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"813","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"814","LAML","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"815","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"816","LAML","Phosphatidylinositol Phosphate Metabolism","PTEN"
"817","LAML","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"818","LAML","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"819","LAML","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
