"","CancerType","Pathways","Gene"
"5174","KICH","HALLMARK_HYPOXIA","PGK1"
"5175","KICH","HALLMARK_HYPOXIA","PGM1"
"5176","KICH","HALLMARK_HYPOXIA","PGM2"
"5177","KICH","HALLMARK_HYPOXIA","PHKG1"
"5178","KICH","HALLMARK_HYPOXIA","PIM1"
"5179","KICH","HALLMARK_HYPOXIA","PKLR"
"5180","KICH","HALLMARK_HYPOXIA","PKLR"
"5181","KICH","HALLMARK_HYPOXIA","PKP1"
"5182","KICH","HALLMARK_HYPOXIA","PLAC8"
"5183","KICH","HALLMARK_HYPOXIA","PLAUR"
"5184","KICH","HALLMARK_HYPOXIA","PLIN2"
"5185","KICH","HALLMARK_HYPOXIA","PNRC1"
"5186","KICH","HALLMARK_HYPOXIA","PPARGC1A"
"5187","KICH","HALLMARK_HYPOXIA","PPFIA4"
"5188","KICH","HALLMARK_HYPOXIA","PPP1R15A"
"5189","KICH","HALLMARK_HYPOXIA","PPP1R3C"
"5190","KICH","HALLMARK_HYPOXIA","PRDX5"
"5191","KICH","HALLMARK_HYPOXIA","PRKCA"
"5192","KICH","HALLMARK_HYPOXIA","PYGM"
"5193","KICH","HALLMARK_HYPOXIA","RBPJ"
"5194","KICH","HALLMARK_HYPOXIA","RORA"
"5195","KICH","HALLMARK_HYPOXIA","RRAGD"
"5196","KICH","HALLMARK_HYPOXIA","S100A4"
"5197","KICH","HALLMARK_HYPOXIA","SAP30"
"5198","KICH","HALLMARK_HYPOXIA","SCARB1"
"5199","KICH","HALLMARK_HYPOXIA","SDC2"
"5200","KICH","HALLMARK_HYPOXIA","SDC3"
"5201","KICH","HALLMARK_HYPOXIA","SDC4"
"5202","KICH","HALLMARK_HYPOXIA","SELENBP1"
"5203","KICH","HALLMARK_HYPOXIA","SERPINE1"
"5204","KICH","HALLMARK_HYPOXIA","SIAH2"
"5205","KICH","HALLMARK_HYPOXIA","SLC25A1"
"5206","KICH","HALLMARK_HYPOXIA","SLC2A1"
"5207","KICH","HALLMARK_HYPOXIA","SLC2A3"
"5208","KICH","HALLMARK_HYPOXIA","SLC2A5"
"5209","KICH","HALLMARK_HYPOXIA","SLC37A4"
"5210","KICH","HALLMARK_HYPOXIA","SLC37A4"
"5211","KICH","HALLMARK_HYPOXIA","SLC37A4"
"5212","KICH","HALLMARK_HYPOXIA","SLC6A6"
"5213","KICH","HALLMARK_HYPOXIA","SRPX"
"5214","KICH","HALLMARK_HYPOXIA","STBD1"
"5215","KICH","HALLMARK_HYPOXIA","STC1"
"5216","KICH","HALLMARK_HYPOXIA","STC2"
"5217","KICH","HALLMARK_HYPOXIA","SULT2B1"
"5218","KICH","HALLMARK_HYPOXIA","TES"
"5219","KICH","HALLMARK_HYPOXIA","TGFB3"
"5220","KICH","HALLMARK_HYPOXIA","TGFBI"
"5221","KICH","HALLMARK_HYPOXIA","TGM2"
"5222","KICH","HALLMARK_HYPOXIA","TIPARP"
"5223","KICH","HALLMARK_HYPOXIA","TKTL1"
"5224","KICH","HALLMARK_HYPOXIA","TMEM45A"
"5225","KICH","HALLMARK_HYPOXIA","TNFAIP3"
"5226","KICH","HALLMARK_HYPOXIA","TPBG"
"5227","KICH","HALLMARK_HYPOXIA","TPBG"
"5228","KICH","HALLMARK_HYPOXIA","TPD52"
"5229","KICH","HALLMARK_HYPOXIA","TPI1"
"5230","KICH","HALLMARK_HYPOXIA","TPST2"
"5231","KICH","HALLMARK_HYPOXIA","UGP2"
"5232","KICH","HALLMARK_HYPOXIA","VEGFA"
"5233","KICH","HALLMARK_HYPOXIA","VHL"
"5234","KICH","HALLMARK_HYPOXIA","VLDLR"
"5235","KICH","HALLMARK_HYPOXIA","WSB1"
"5236","KICH","HALLMARK_HYPOXIA","XPNPEP1"
"5237","KICH","HALLMARK_HYPOXIA","ZFP36"
"5238","KICH","HALLMARK_HYPOXIA","ZNF292"
"5239","KIRC","HALLMARK_HYPOXIA","ACKR3"
"5240","KIRC","HALLMARK_HYPOXIA","ADM"
"5241","KIRC","HALLMARK_HYPOXIA","ADORA2B"
"5242","KIRC","HALLMARK_HYPOXIA","AK4"
"5243","KIRC","HALLMARK_HYPOXIA","AKAP12"
"5244","KIRC","HALLMARK_HYPOXIA","ALDOA"
"5245","KIRC","HALLMARK_HYPOXIA","ALDOB"
"5246","KIRC","HALLMARK_HYPOXIA","ALDOC"
"5247","KIRC","HALLMARK_HYPOXIA","AMPD3"
"5248","KIRC","HALLMARK_HYPOXIA","ANGPTL4"
"5249","KIRC","HALLMARK_HYPOXIA","ANKZF1"
"5250","KIRC","HALLMARK_HYPOXIA","ANXA2"
"5251","KIRC","HALLMARK_HYPOXIA","ATF3"
"5252","KIRC","HALLMARK_HYPOXIA","ATP7A"
"5253","KIRC","HALLMARK_HYPOXIA","B3GALT6"
"5254","KIRC","HALLMARK_HYPOXIA","B4GALNT2"
"5255","KIRC","HALLMARK_HYPOXIA","BCAN"
"5256","KIRC","HALLMARK_HYPOXIA","BCL2"
"5257","KIRC","HALLMARK_HYPOXIA","BGN"
"5258","KIRC","HALLMARK_HYPOXIA","BHLHE40"
"5259","KIRC","HALLMARK_HYPOXIA","BNIP3L"
"5260","KIRC","HALLMARK_HYPOXIA","BRS3"
"5261","KIRC","HALLMARK_HYPOXIA","BTG1"
"5262","KIRC","HALLMARK_HYPOXIA","CA12"
"5263","KIRC","HALLMARK_HYPOXIA","CASP6"
"5264","KIRC","HALLMARK_HYPOXIA","CAV1"
"5265","KIRC","HALLMARK_HYPOXIA","CAVIN1"
"5266","KIRC","HALLMARK_HYPOXIA","CAVIN3"
"5267","KIRC","HALLMARK_HYPOXIA","CCN1"
"5268","KIRC","HALLMARK_HYPOXIA","CCN2"
"5269","KIRC","HALLMARK_HYPOXIA","CCN5"
"5270","KIRC","HALLMARK_HYPOXIA","CCNG2"
"5271","KIRC","HALLMARK_HYPOXIA","CDKN1A"
"5272","KIRC","HALLMARK_HYPOXIA","CDKN1B"
"5273","KIRC","HALLMARK_HYPOXIA","CDKN1C"
"5274","KIRC","HALLMARK_HYPOXIA","CDKN1C"
"5275","KIRC","HALLMARK_HYPOXIA","CHST2"
"5276","KIRC","HALLMARK_HYPOXIA","CHST3"
"5277","KIRC","HALLMARK_HYPOXIA","CITED2"
"5278","KIRC","HALLMARK_HYPOXIA","COL5A1"
"5279","KIRC","HALLMARK_HYPOXIA","CP"
"5280","KIRC","HALLMARK_HYPOXIA","CSRP2"
"5281","KIRC","HALLMARK_HYPOXIA","CXCR4"
"5282","KIRC","HALLMARK_HYPOXIA","DCN"
"5283","KIRC","HALLMARK_HYPOXIA","DDIT3"
"5284","KIRC","HALLMARK_HYPOXIA","DDIT4"
"5285","KIRC","HALLMARK_HYPOXIA","DPYSL4"
"5286","KIRC","HALLMARK_HYPOXIA","DTNA"
"5287","KIRC","HALLMARK_HYPOXIA","DUSP1"
"5288","KIRC","HALLMARK_HYPOXIA","EDN2"
"5289","KIRC","HALLMARK_HYPOXIA","EFNA1"
"5290","KIRC","HALLMARK_HYPOXIA","EFNA3"
"5291","KIRC","HALLMARK_HYPOXIA","EGFR"
"5292","KIRC","HALLMARK_HYPOXIA","ENO1"
"5293","KIRC","HALLMARK_HYPOXIA","ENO2"
"5294","KIRC","HALLMARK_HYPOXIA","ENO3"
"5295","KIRC","HALLMARK_HYPOXIA","ERO1A"
"5296","KIRC","HALLMARK_HYPOXIA","ERRFI1"
"5297","KIRC","HALLMARK_HYPOXIA","ETS1"
"5298","KIRC","HALLMARK_HYPOXIA","EXT1"
"5299","KIRC","HALLMARK_HYPOXIA","F3"
"5300","KIRC","HALLMARK_HYPOXIA","FAM162A"
"5301","KIRC","HALLMARK_HYPOXIA","FBP1"
"5302","KIRC","HALLMARK_HYPOXIA","FOS"
"5303","KIRC","HALLMARK_HYPOXIA","FOSL2"
"5304","KIRC","HALLMARK_HYPOXIA","FOXO3"
"5305","KIRC","HALLMARK_HYPOXIA","GAA"
"5306","KIRC","HALLMARK_HYPOXIA","GALK1"
"5307","KIRC","HALLMARK_HYPOXIA","GAPDH"
"5308","KIRC","HALLMARK_HYPOXIA","GAPDHS"
"5309","KIRC","HALLMARK_HYPOXIA","GBE1"
"5310","KIRC","HALLMARK_HYPOXIA","GCK"
"5311","KIRC","HALLMARK_HYPOXIA","GCNT2"
"5312","KIRC","HALLMARK_HYPOXIA","GCNT2"
"5313","KIRC","HALLMARK_HYPOXIA","GLRX"
"5314","KIRC","HALLMARK_HYPOXIA","GPC1"
"5315","KIRC","HALLMARK_HYPOXIA","GPC3"
"5316","KIRC","HALLMARK_HYPOXIA","GPC4"
"5317","KIRC","HALLMARK_HYPOXIA","GPI"
"5318","KIRC","HALLMARK_HYPOXIA","GPI"
"5319","KIRC","HALLMARK_HYPOXIA","GRHPR"
"5320","KIRC","HALLMARK_HYPOXIA","GYS1"
"5321","KIRC","HALLMARK_HYPOXIA","HAS1"
"5322","KIRC","HALLMARK_HYPOXIA","HDLBP"
"5323","KIRC","HALLMARK_HYPOXIA","HEXA"
"5324","KIRC","HALLMARK_HYPOXIA","HK1"
"5325","KIRC","HALLMARK_HYPOXIA","HK2"
"5326","KIRC","HALLMARK_HYPOXIA","HMOX1"
"5327","KIRC","HALLMARK_HYPOXIA","HOXB9"
"5328","KIRC","HALLMARK_HYPOXIA","HS3ST1"
"5329","KIRC","HALLMARK_HYPOXIA","HSPA5"
"5330","KIRC","HALLMARK_HYPOXIA","IDS"
"5331","KIRC","HALLMARK_HYPOXIA","IER3"
"5332","KIRC","HALLMARK_HYPOXIA","IER3"
"5333","KIRC","HALLMARK_HYPOXIA","IER3"
"5334","KIRC","HALLMARK_HYPOXIA","IER3"
"5335","KIRC","HALLMARK_HYPOXIA","IER3"
"5336","KIRC","HALLMARK_HYPOXIA","IER3"
"5337","KIRC","HALLMARK_HYPOXIA","IER3"
"5338","KIRC","HALLMARK_HYPOXIA","IGFBP1"
"5339","KIRC","HALLMARK_HYPOXIA","IGFBP3"
"5340","KIRC","HALLMARK_HYPOXIA","IL6"
"5341","KIRC","HALLMARK_HYPOXIA","ILVBL"
"5342","KIRC","HALLMARK_HYPOXIA","INHA"
"5343","KIRC","HALLMARK_HYPOXIA","IRS2"
"5344","KIRC","HALLMARK_HYPOXIA","ISG20"
"5345","KIRC","HALLMARK_HYPOXIA","JMJD6"
"5346","KIRC","HALLMARK_HYPOXIA","JUN"
"5347","KIRC","HALLMARK_HYPOXIA","KDELR3"
"5348","KIRC","HALLMARK_HYPOXIA","KDM3A"
"5349","KIRC","HALLMARK_HYPOXIA","KIF5A"
"5350","KIRC","HALLMARK_HYPOXIA","KLF6"
"5351","KIRC","HALLMARK_HYPOXIA","KLF7"
"5352","KIRC","HALLMARK_HYPOXIA","KLHL24"
"5353","KIRC","HALLMARK_HYPOXIA","LALBA"
"5354","KIRC","HALLMARK_HYPOXIA","LARGE1"
"5355","KIRC","HALLMARK_HYPOXIA","LDHA"
"5356","KIRC","HALLMARK_HYPOXIA","LDHA"
"5357","KIRC","HALLMARK_HYPOXIA","LDHC"
"5358","KIRC","HALLMARK_HYPOXIA","LOX"
"5359","KIRC","HALLMARK_HYPOXIA","LXN"
"5360","KIRC","HALLMARK_HYPOXIA","MAFF"
"5361","KIRC","HALLMARK_HYPOXIA","MAP3K1"
"5362","KIRC","HALLMARK_HYPOXIA","MIF"
"5363","KIRC","HALLMARK_HYPOXIA","MIF"
"5364","KIRC","HALLMARK_HYPOXIA","MT1E"
"5365","KIRC","HALLMARK_HYPOXIA","MT2A"
"5366","KIRC","HALLMARK_HYPOXIA","MXI1"
"5367","KIRC","HALLMARK_HYPOXIA","MYH9"
"5368","KIRC","HALLMARK_HYPOXIA","NAGK"
"5369","KIRC","HALLMARK_HYPOXIA","NCAN"
"5370","KIRC","HALLMARK_HYPOXIA","NDRG1"
"5371","KIRC","HALLMARK_HYPOXIA","NDST1"
"5372","KIRC","HALLMARK_HYPOXIA","NDST2"
"5373","KIRC","HALLMARK_HYPOXIA","NEDD4L"
"5374","KIRC","HALLMARK_HYPOXIA","NFIL3"
"5375","KIRC","HALLMARK_HYPOXIA","NOCT"
"5376","KIRC","HALLMARK_HYPOXIA","NR3C1"
"5377","KIRC","HALLMARK_HYPOXIA","P4HA1"
"5378","KIRC","HALLMARK_HYPOXIA","P4HA2"
"5379","KIRC","HALLMARK_HYPOXIA","PAM"
"5380","KIRC","HALLMARK_HYPOXIA","PCK1"
"5381","KIRC","HALLMARK_HYPOXIA","PDGFB"
"5382","KIRC","HALLMARK_HYPOXIA","PDK1"
"5383","KIRC","HALLMARK_HYPOXIA","PDK3"
"5384","KIRC","HALLMARK_HYPOXIA","PFKFB3"
"5385","KIRC","HALLMARK_HYPOXIA","PFKL"
"5386","KIRC","HALLMARK_HYPOXIA","PFKP"
"5387","KIRC","HALLMARK_HYPOXIA","PGAM2"
"5388","KIRC","HALLMARK_HYPOXIA","PGF"
"5389","KIRC","HALLMARK_HYPOXIA","PGK1"
"5390","KIRC","HALLMARK_HYPOXIA","PGM1"
"5391","KIRC","HALLMARK_HYPOXIA","PGM2"
"5392","KIRC","HALLMARK_HYPOXIA","PHKG1"
"5393","KIRC","HALLMARK_HYPOXIA","PIM1"
"5394","KIRC","HALLMARK_HYPOXIA","PKLR"
"5395","KIRC","HALLMARK_HYPOXIA","PKLR"
"5396","KIRC","HALLMARK_HYPOXIA","PKP1"
"5397","KIRC","HALLMARK_HYPOXIA","PLAC8"
"5398","KIRC","HALLMARK_HYPOXIA","PLAUR"
"5399","KIRC","HALLMARK_HYPOXIA","PLIN2"
"5400","KIRC","HALLMARK_HYPOXIA","PNRC1"
"5401","KIRC","HALLMARK_HYPOXIA","PPARGC1A"
"5402","KIRC","HALLMARK_HYPOXIA","PPFIA4"
"5403","KIRC","HALLMARK_HYPOXIA","PPP1R15A"
"5404","KIRC","HALLMARK_HYPOXIA","PPP1R3C"
"5405","KIRC","HALLMARK_HYPOXIA","PRDX5"
"5406","KIRC","HALLMARK_HYPOXIA","PRKCA"
"5407","KIRC","HALLMARK_HYPOXIA","PYGM"
"5408","KIRC","HALLMARK_HYPOXIA","RBPJ"
"5409","KIRC","HALLMARK_HYPOXIA","RORA"
"5410","KIRC","HALLMARK_HYPOXIA","RRAGD"
"5411","KIRC","HALLMARK_HYPOXIA","S100A4"
"5412","KIRC","HALLMARK_HYPOXIA","SAP30"
"5413","KIRC","HALLMARK_HYPOXIA","SCARB1"
"5414","KIRC","HALLMARK_HYPOXIA","SDC2"
"5415","KIRC","HALLMARK_HYPOXIA","SDC3"
"5416","KIRC","HALLMARK_HYPOXIA","SDC4"
"5417","KIRC","HALLMARK_HYPOXIA","SELENBP1"
"5418","KIRC","HALLMARK_HYPOXIA","SERPINE1"
"5419","KIRC","HALLMARK_HYPOXIA","SIAH2"
"5420","KIRC","HALLMARK_HYPOXIA","SLC25A1"
"5421","KIRC","HALLMARK_HYPOXIA","SLC2A1"
"5422","KIRC","HALLMARK_HYPOXIA","SLC2A3"
"5423","KIRC","HALLMARK_HYPOXIA","SLC2A5"
"5424","KIRC","HALLMARK_HYPOXIA","SLC37A4"
"5425","KIRC","HALLMARK_HYPOXIA","SLC37A4"
"5426","KIRC","HALLMARK_HYPOXIA","SLC37A4"
"5427","KIRC","HALLMARK_HYPOXIA","SLC6A6"
"5428","KIRC","HALLMARK_HYPOXIA","SRPX"
"5429","KIRC","HALLMARK_HYPOXIA","STBD1"
"5430","KIRC","HALLMARK_HYPOXIA","STC1"
"5431","KIRC","HALLMARK_HYPOXIA","STC2"
"5432","KIRC","HALLMARK_HYPOXIA","SULT2B1"
"5433","KIRC","HALLMARK_HYPOXIA","TES"
"5434","KIRC","HALLMARK_HYPOXIA","TGFB3"
"5435","KIRC","HALLMARK_HYPOXIA","TGFBI"
"5436","KIRC","HALLMARK_HYPOXIA","TGM2"
"5437","KIRC","HALLMARK_HYPOXIA","TIPARP"
"5438","KIRC","HALLMARK_HYPOXIA","TKTL1"
"5439","KIRC","HALLMARK_HYPOXIA","TMEM45A"
"5440","KIRC","HALLMARK_HYPOXIA","TNFAIP3"
"5441","KIRC","HALLMARK_HYPOXIA","TPBG"
"5442","KIRC","HALLMARK_HYPOXIA","TPBG"
"5443","KIRC","HALLMARK_HYPOXIA","TPD52"
"5444","KIRC","HALLMARK_HYPOXIA","TPI1"
"5445","KIRC","HALLMARK_HYPOXIA","TPST2"
"5446","KIRC","HALLMARK_HYPOXIA","UGP2"
"5447","KIRC","HALLMARK_HYPOXIA","VEGFA"
"5448","KIRC","HALLMARK_HYPOXIA","VHL"
"5449","KIRC","HALLMARK_HYPOXIA","VLDLR"
"5450","KIRC","HALLMARK_HYPOXIA","WSB1"
"5451","KIRC","HALLMARK_HYPOXIA","XPNPEP1"
"5452","KIRC","HALLMARK_HYPOXIA","ZFP36"
"5453","KIRC","HALLMARK_HYPOXIA","ZNF292"
"5454","KIRP","HALLMARK_HYPOXIA","ACKR3"
"5455","KIRP","HALLMARK_HYPOXIA","ADM"
"5456","KIRP","HALLMARK_HYPOXIA","ADORA2B"
"5457","KIRP","HALLMARK_HYPOXIA","AK4"
"5458","KIRP","HALLMARK_HYPOXIA","AKAP12"
"5459","KIRP","HALLMARK_HYPOXIA","ALDOA"
"5460","KIRP","HALLMARK_HYPOXIA","ALDOB"
"5461","KIRP","HALLMARK_HYPOXIA","ALDOC"
"5462","KIRP","HALLMARK_HYPOXIA","AMPD3"
"5463","KIRP","HALLMARK_HYPOXIA","ANGPTL4"
"5464","KIRP","HALLMARK_HYPOXIA","ANKZF1"
"5465","KIRP","HALLMARK_HYPOXIA","ANXA2"
"5466","KIRP","HALLMARK_HYPOXIA","ATF3"
"5467","KIRP","HALLMARK_HYPOXIA","ATP7A"
"5468","KIRP","HALLMARK_HYPOXIA","B3GALT6"
"5469","KIRP","HALLMARK_HYPOXIA","B4GALNT2"
"5470","KIRP","HALLMARK_HYPOXIA","BCAN"
"5471","KIRP","HALLMARK_HYPOXIA","BCL2"
"5472","KIRP","HALLMARK_HYPOXIA","BGN"
"5473","KIRP","HALLMARK_HYPOXIA","BHLHE40"
"5474","KIRP","HALLMARK_HYPOXIA","BNIP3L"
"5475","KIRP","HALLMARK_HYPOXIA","BRS3"
"5476","KIRP","HALLMARK_HYPOXIA","BTG1"
"5477","KIRP","HALLMARK_HYPOXIA","CA12"
"5478","KIRP","HALLMARK_HYPOXIA","CASP6"
"5479","KIRP","HALLMARK_HYPOXIA","CAV1"
"5480","KIRP","HALLMARK_HYPOXIA","CAVIN1"
"5481","KIRP","HALLMARK_HYPOXIA","CAVIN3"
"5482","KIRP","HALLMARK_HYPOXIA","CCN1"
"5483","KIRP","HALLMARK_HYPOXIA","CCN2"
"5484","KIRP","HALLMARK_HYPOXIA","CCN5"
"5485","KIRP","HALLMARK_HYPOXIA","CCNG2"
"5486","KIRP","HALLMARK_HYPOXIA","CDKN1A"
"5487","KIRP","HALLMARK_HYPOXIA","CDKN1B"
"5488","KIRP","HALLMARK_HYPOXIA","CDKN1C"
"5489","KIRP","HALLMARK_HYPOXIA","CDKN1C"
"5490","KIRP","HALLMARK_HYPOXIA","CHST2"
"5491","KIRP","HALLMARK_HYPOXIA","CHST3"
"5492","KIRP","HALLMARK_HYPOXIA","CITED2"
"5493","KIRP","HALLMARK_HYPOXIA","COL5A1"
"5494","KIRP","HALLMARK_HYPOXIA","CP"
"5495","KIRP","HALLMARK_HYPOXIA","CSRP2"
"5496","KIRP","HALLMARK_HYPOXIA","CXCR4"
"5497","KIRP","HALLMARK_HYPOXIA","DCN"
"5498","KIRP","HALLMARK_HYPOXIA","DDIT3"
"5499","KIRP","HALLMARK_HYPOXIA","DDIT4"
"5500","KIRP","HALLMARK_HYPOXIA","DPYSL4"
"5501","KIRP","HALLMARK_HYPOXIA","DTNA"
"5502","KIRP","HALLMARK_HYPOXIA","DUSP1"
"5503","KIRP","HALLMARK_HYPOXIA","EDN2"
"5504","KIRP","HALLMARK_HYPOXIA","EFNA1"
"5505","KIRP","HALLMARK_HYPOXIA","EFNA3"
"5506","KIRP","HALLMARK_HYPOXIA","EGFR"
"5507","KIRP","HALLMARK_HYPOXIA","ENO1"
"5508","KIRP","HALLMARK_HYPOXIA","ENO2"
"5509","KIRP","HALLMARK_HYPOXIA","ENO3"
"5510","KIRP","HALLMARK_HYPOXIA","ERO1A"
"5511","KIRP","HALLMARK_HYPOXIA","ERRFI1"
"5512","KIRP","HALLMARK_HYPOXIA","ETS1"
"5513","KIRP","HALLMARK_HYPOXIA","EXT1"
"5514","KIRP","HALLMARK_HYPOXIA","F3"
"5515","KIRP","HALLMARK_HYPOXIA","FAM162A"
"5516","KIRP","HALLMARK_HYPOXIA","FBP1"
"5517","KIRP","HALLMARK_HYPOXIA","FOS"
"5518","KIRP","HALLMARK_HYPOXIA","FOSL2"
"5519","KIRP","HALLMARK_HYPOXIA","FOXO3"
"5520","KIRP","HALLMARK_HYPOXIA","GAA"
"5521","KIRP","HALLMARK_HYPOXIA","GALK1"
"5522","KIRP","HALLMARK_HYPOXIA","GAPDH"
"5523","KIRP","HALLMARK_HYPOXIA","GAPDHS"
"5524","KIRP","HALLMARK_HYPOXIA","GBE1"
"5525","KIRP","HALLMARK_HYPOXIA","GCK"
"5526","KIRP","HALLMARK_HYPOXIA","GCNT2"
"5527","KIRP","HALLMARK_HYPOXIA","GCNT2"
"5528","KIRP","HALLMARK_HYPOXIA","GLRX"
"5529","KIRP","HALLMARK_HYPOXIA","GPC1"
"5530","KIRP","HALLMARK_HYPOXIA","GPC3"
"5531","KIRP","HALLMARK_HYPOXIA","GPC4"
"5532","KIRP","HALLMARK_HYPOXIA","GPI"
"5533","KIRP","HALLMARK_HYPOXIA","GPI"
"5534","KIRP","HALLMARK_HYPOXIA","GRHPR"
"5535","KIRP","HALLMARK_HYPOXIA","GYS1"
"5536","KIRP","HALLMARK_HYPOXIA","HAS1"
"5537","KIRP","HALLMARK_HYPOXIA","HDLBP"
"5538","KIRP","HALLMARK_HYPOXIA","HEXA"
"5539","KIRP","HALLMARK_HYPOXIA","HK1"
"5540","KIRP","HALLMARK_HYPOXIA","HK2"
"5541","KIRP","HALLMARK_HYPOXIA","HMOX1"
"5542","KIRP","HALLMARK_HYPOXIA","HOXB9"
"5543","KIRP","HALLMARK_HYPOXIA","HS3ST1"
"5544","KIRP","HALLMARK_HYPOXIA","HSPA5"
"5545","KIRP","HALLMARK_HYPOXIA","IDS"
"5546","KIRP","HALLMARK_HYPOXIA","IER3"
"5547","KIRP","HALLMARK_HYPOXIA","IER3"
"5548","KIRP","HALLMARK_HYPOXIA","IER3"
"5549","KIRP","HALLMARK_HYPOXIA","IER3"
"5550","KIRP","HALLMARK_HYPOXIA","IER3"
"5551","KIRP","HALLMARK_HYPOXIA","IER3"
"5552","KIRP","HALLMARK_HYPOXIA","IER3"
"5553","KIRP","HALLMARK_HYPOXIA","IGFBP1"
"5554","KIRP","HALLMARK_HYPOXIA","IGFBP3"
"5555","KIRP","HALLMARK_HYPOXIA","IL6"
"5556","KIRP","HALLMARK_HYPOXIA","ILVBL"
"5557","KIRP","HALLMARK_HYPOXIA","INHA"
"5558","KIRP","HALLMARK_HYPOXIA","IRS2"
"5559","KIRP","HALLMARK_HYPOXIA","ISG20"
"5560","KIRP","HALLMARK_HYPOXIA","JMJD6"
"5561","KIRP","HALLMARK_HYPOXIA","JUN"
"5562","KIRP","HALLMARK_HYPOXIA","KDELR3"
"5563","KIRP","HALLMARK_HYPOXIA","KDM3A"
"5564","KIRP","HALLMARK_HYPOXIA","KIF5A"
"5565","KIRP","HALLMARK_HYPOXIA","KLF6"
"5566","KIRP","HALLMARK_HYPOXIA","KLF7"
"5567","KIRP","HALLMARK_HYPOXIA","KLHL24"
"5568","KIRP","HALLMARK_HYPOXIA","LALBA"
"5569","KIRP","HALLMARK_HYPOXIA","LARGE1"
"5570","KIRP","HALLMARK_HYPOXIA","LDHA"
"5571","KIRP","HALLMARK_HYPOXIA","LDHA"
"5572","KIRP","HALLMARK_HYPOXIA","LDHC"
"5573","KIRP","HALLMARK_HYPOXIA","LOX"
"5574","KIRP","HALLMARK_HYPOXIA","LXN"
"5575","KIRP","HALLMARK_HYPOXIA","MAFF"
"5576","KIRP","HALLMARK_HYPOXIA","MAP3K1"
"5577","KIRP","HALLMARK_HYPOXIA","MIF"
"5578","KIRP","HALLMARK_HYPOXIA","MIF"
"5579","KIRP","HALLMARK_HYPOXIA","MT1E"
"5580","KIRP","HALLMARK_HYPOXIA","MT2A"
"5581","KIRP","HALLMARK_HYPOXIA","MXI1"
"5582","KIRP","HALLMARK_HYPOXIA","MYH9"
"5583","KIRP","HALLMARK_HYPOXIA","NAGK"
"5584","KIRP","HALLMARK_HYPOXIA","NCAN"
"5585","KIRP","HALLMARK_HYPOXIA","NDRG1"
"5586","KIRP","HALLMARK_HYPOXIA","NDST1"
"5587","KIRP","HALLMARK_HYPOXIA","NDST2"
"5588","KIRP","HALLMARK_HYPOXIA","NEDD4L"
"5589","KIRP","HALLMARK_HYPOXIA","NFIL3"
"5590","KIRP","HALLMARK_HYPOXIA","NOCT"
"5591","KIRP","HALLMARK_HYPOXIA","NR3C1"
"5592","KIRP","HALLMARK_HYPOXIA","P4HA1"
"5593","KIRP","HALLMARK_HYPOXIA","P4HA2"
"5594","KIRP","HALLMARK_HYPOXIA","PAM"
"5595","KIRP","HALLMARK_HYPOXIA","PCK1"
"5596","KIRP","HALLMARK_HYPOXIA","PDGFB"
"5597","KIRP","HALLMARK_HYPOXIA","PDK1"
"5598","KIRP","HALLMARK_HYPOXIA","PDK3"
"5599","KIRP","HALLMARK_HYPOXIA","PFKFB3"
"5600","KIRP","HALLMARK_HYPOXIA","PFKL"
"5601","KIRP","HALLMARK_HYPOXIA","PFKP"
"5602","KIRP","HALLMARK_HYPOXIA","PGAM2"
"5603","KIRP","HALLMARK_HYPOXIA","PGF"
"5604","KIRP","HALLMARK_HYPOXIA","PGK1"
"5605","KIRP","HALLMARK_HYPOXIA","PGM1"
"5606","KIRP","HALLMARK_HYPOXIA","PGM2"
"5607","KIRP","HALLMARK_HYPOXIA","PHKG1"
"5608","KIRP","HALLMARK_HYPOXIA","PIM1"
"5609","KIRP","HALLMARK_HYPOXIA","PKLR"
"5610","KIRP","HALLMARK_HYPOXIA","PKLR"
"5611","KIRP","HALLMARK_HYPOXIA","PKP1"
"5612","KIRP","HALLMARK_HYPOXIA","PLAC8"
"5613","KIRP","HALLMARK_HYPOXIA","PLAUR"
"5614","KIRP","HALLMARK_HYPOXIA","PLIN2"
"5615","KIRP","HALLMARK_HYPOXIA","PNRC1"
"5616","KIRP","HALLMARK_HYPOXIA","PPARGC1A"
"5617","KIRP","HALLMARK_HYPOXIA","PPFIA4"
"5618","KIRP","HALLMARK_HYPOXIA","PPP1R15A"
"5619","KIRP","HALLMARK_HYPOXIA","PPP1R3C"
"5620","KIRP","HALLMARK_HYPOXIA","PRDX5"
"5621","KIRP","HALLMARK_HYPOXIA","PRKCA"
"5622","KIRP","HALLMARK_HYPOXIA","PYGM"
"5623","KIRP","HALLMARK_HYPOXIA","RBPJ"
"5624","KIRP","HALLMARK_HYPOXIA","RORA"
"5625","KIRP","HALLMARK_HYPOXIA","RRAGD"
"5626","KIRP","HALLMARK_HYPOXIA","S100A4"
"5627","KIRP","HALLMARK_HYPOXIA","SAP30"
"5628","KIRP","HALLMARK_HYPOXIA","SCARB1"
"5629","KIRP","HALLMARK_HYPOXIA","SDC2"
"5630","KIRP","HALLMARK_HYPOXIA","SDC3"
"5631","KIRP","HALLMARK_HYPOXIA","SDC4"
"5632","KIRP","HALLMARK_HYPOXIA","SELENBP1"
"5633","KIRP","HALLMARK_HYPOXIA","SERPINE1"
